review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
ad780b60838a496d419449b722bc3568,bedc3368f710f029c182d61721aff3fa,3,,,2023-05-13 05:11:00,2023-05-22 05:11:00
936b157c61ae76ca67d6bb79d58cb8b9,a21dad6b4dc75c23f3b2fe8ac4f5fd9b,4,,,2023-04-01 23:11:37,2023-04-07 23:11:37
2ed3ba88dbfe815114eace102e539fac,aad2f66d9f3ae3ec7c1a84a71375dfca,5,,,2023-11-15 07:03:08,2023-11-24 07:03:08
32db7fa87f0b76509d7a2619bb0cebca,50a3660ca3d751bc059cea56b19e560e,5,,,2023-05-31 05:53:07,2023-06-03 05:53:07
3b6b3babf19b31c0bd21314a19382734,1b93585270246209a1b14f9c6f68a698,1,,,2023-09-02 12:01:01,2023-09-11 12:01:01
6562c6c6499d6e630d4a63e928f0da0c,327719c2aa0fbf8785defaeb411c53fa,4,,,2023-06-16 06:37:49,2023-06-26 06:37:49
cfc3473d6293195aaee51ce2ca875fc6,ca21011dc76f97e7b06864a6699ee1d6,1,,,2023-04-18 20:28:28,2023-04-21 20:28:28
2a3dbf9e1464301a3953f32a5d0288a8,5b0d065b70bf99f71aa2b33b9b252263,2,,,2023-05-26 15:12:17,2023-05-31 15:12:17
5d0dac6ef91e36b6c662a742624068b7,4fd9e98956e66454eeb441e96e9c3bd4,4,,,2023-09-11 02:39:01,2023-09-15 02:39:01
869707d4f1e0c9e1e92ecb9cb3b2a068,73ee48aa8205697efa8c8d4310e92b17,4,,,2024-01-17 23:20:40,2024-01-23 23:20:40
c27f52eda803f031deafed500eb50c87,05e83ac579d230464e299d2b521b7dd8,4,,,2023-12-16 19:44:20,2023-12-23 19:44:20
21e5209efd5457294474a81db9ec6594,939adf86ce9f4544561385e42d2a2d37,3,,,2023-11-20 12:32:47,2023-11-24 12:32:47
e16c28894898f4be2cb582e0a234fd0f,26a03798bc6dd0cfabe94cf2c1a7e14f,3,,,2023-01-21 02:20:03,2023-01-22 02:20:03
02fcd94a9888e36a9fe850663af78adb,4d03cdf2d9462cbcc32f93226f3e3347,1,,,2023-11-24 10:31:19,2023-11-27 10:31:19
6e97c2eede8c4f619c595bdad7094ba1,1ba67e0d279c5e0450f239cd204ec087,2,,,2023-02-09 06:26:23,2023-02-11 06:26:23
4daae8c1d2d8bcc49e61fe20f8e1e4be,fccce0722c4e0dbe4e7c1eab541c9de0,4,,,2024-01-22 02:14:52,2024-01-23 02:14:52
f08ef441c827f9ce91df6cc924bc597b,588e2aa5d129c9b6c448bf7a7c122108,3,,,2023-02-17 12:15:22,2023-02-21 12:15:22
379c358c388196758ca29d4c602795a3,f0bf8cb0ef1dd7bce9599459be112efb,3,,,2023-09-10 10:08:20,2023-09-17 10:08:20
376236024b44a2745799c7198dab6e39,3820d212aa4e6feb083f47e088895402,4,,,2023-07-04 09:08:44,2023-07-06 09:08:44
441fb97a14a55b64ee7d181ee40d35f3,d96859d3a79e6a3f9532e7c2526e51c2,2,,,2023-06-28 00:45:43,2023-07-06 00:45:43
6b3a57165fa26d97c93b4a2b91c5cd0b,a9e241efc325cb667b26dbaf06548a81,4,,,2023-09-02 06:14:54,2023-09-11 06:14:54
73bac62dba364c72821ab82cc309c72f,31ac048db2d1d1dc54aeb8d88f40c158,3,,,2023-10-15 15:48:36,2023-10-23 15:48:36
7b8d8c1eed203d1f7177adda8fc38822,0442d0c2ee7a7d8cfa4dbc162429b621,3,,,2023-11-19 15:41:20,2023-11-21 15:41:20
4b5050b951e75e4cd7347af2a5d892d8,241498c1bfe9dd1d7d69f4b12b180e60,4,,,2023-09-07 12:52:24,2023-09-08 12:52:24
82d8903975a9e3785844087d18c23bdb,b200eb836d0a52383be826c2cc0786dc,5,,,2023-05-01 19:12:06,2023-05-09 19:12:06
c6458d33638ece27fee9773842c50d02,ed28ee8eae3d6b8aefecc2738f1f3ac3,4,,,2023-05-17 19:48:51,2023-05-19 19:48:51
ab463a20e5411bddba8a6719bdaddfae,39188f52bb17bcf0f76a6a590e81a4c9,3,,,2023-04-30 11:34:31,2023-05-02 11:34:31
8bf02235c2ab8962e2f8d43b9c09052e,776781f6da84a2afd265f662d915399e,5,,,2023-05-30 16:39:51,2023-06-01 16:39:51
65453ad40566615ad8ca1b2d6e93ab61,259aa0742d047c69f17978894a459961,3,,,2023-01-28 19:24:29,2023-02-04 19:24:29
172407bab7aaf18e4cd669b390f2ee0f,8ccd1747f569c16c845c2ace52df2276,4,,,2023-02-25 18:15:06,2023-03-03 18:15:06
bec52ac10ff8dcda31eb5869be070b95,490d2848c0e93a07a8397db15f32fce0,2,,,2023-04-27 07:42:58,2023-04-29 07:42:58
7067488f0a6bfc6f4deefe689f5eeb52,3abc69d9a0f548c378df6987b0176a01,2,,,2023-03-24 09:16:51,2023-04-01 09:16:51
d1bc41472c306c0d416a1be48464a919,c6e13e4f2907af8ed5402c1e967562f2,2,,,2023-09-30 04:25:42,2023-10-04 04:25:42
c20b27c0f1c7b0973b67163dff39b24f,953aa707768a59951d330df4b32de0b6,1,,,2023-06-18 09:00:37,2023-06-22 09:00:37
f3fad538a36ffe4fde51aa8e273b2b93,afe1b7eaa72c88355a8294a5b56f5511,1,,,2023-03-01 16:14:13,2023-03-05 16:14:13
7576ce3d01f7fc48279e722ac194655d,50d041747ca5278bb1c754c934e35783,4,,,2023-10-05 21:21:01,2023-10-09 21:21:01
7ff1317f7158f73a715481943b854ac7,131cb3aef60782e1c770d6512745aeb7,3,,,2023-02-25 15:37:50,2023-03-05 15:37:50
539a7ab204f2e2f9d2aba66a061e65e6,c8191674d7b762c9143699ea6f599cb1,1,,,2023-03-29 22:29:58,2023-04-04 22:29:58
f0551daaac6a5df7a21f084b300bfb93,887983eb2b868e244fc4ceab978ede5b,5,,,2023-09-16 12:31:23,2023-09-20 12:31:23
6b199ea7d116abce6180d255e09571ee,58fbd0279b9eddd48ae710594feccc37,1,,,2023-01-29 00:05:29,2023-02-04 00:05:29
ff5a18f9e0529435ae339a3a124c28a3,d8681ba38cd113f784e9e0cadd9dd795,1,,,2023-04-12 07:04:10,2023-04-19 07:04:10
a32769eda7a4ed0a810beb0b86685f3a,2de93c1d58cc7bca3a0b1390f8df4a51,2,,,2023-01-31 05:23:54,2023-02-06 05:23:54
a747ca8f03fd33b5653fe1fc6cbc8e4d,b008dcdb05e4b315bc766e1b899339ba,4,,,2023-07-13 03:47:54,2023-07-20 03:47:54
